Transaction_ID,Customer_ID,Date,Time,Store_ID,Store_Name,Product_ID,Product_Name,Category,Price,Quantity,Total Amount,Sex,Join_Date,Date_of_Birth
T-5943,3254,2023-10-18,16:04:09,S-100,中野店,P-021,酒U,アルコール,319,5,1595,Women,2022-04-10,1980-12-24
T-425,3283,2023-10-18,19:32:03,S-100,中野店,P-013,酒M,アルコール,871,3,2613,Women,2022-10-02,1970-06-21
T-4116,1140,2023-10-18,18:40:14,S-100,中野店,P-005,酒E,アルコール,1142,4,4568,Men,2022-06-14,1980-01-18
T-22616,674,2023-10-18,17:29:27,S-100,中野店,P-010,酒J,アルコール,102,4,408,Men,2023-03-24,1990-12-17
T-5798,34,2023-10-18,16:15:03,S-100,中野店,P-009,酒I,アルコール,172,3,516,Men,2022-06-26,1990-08-06
T-19720,3185,2023-10-18,19:57:37,S-100,中野店,P-011,酒K,アルコール,1658,1,1658,Women,2022-12-21,1990-06-11
T-4576,2965,2023-10-18,11:18:54,S-100,中野店,P-019,酒S,アルコール,1140,3,3420,Men,2022-05-16,2000-02-04
T-20115,1342,2023-10-18,19:08:03,S-100,中野店,P-019,酒S,アルコール,240,1,240,Women,2022-02-22,2000-04-06
T-19092,4389,2023-10-18,20:45:00,S-100,中野店,P-009,酒I,アルコール,2000,2,4000,Men,2022-07-10,2000-12-23
T-18119,4312,2023-10-18,13:10:36,S-100,中野店,P-007,酒G,アルコール,638,2,1276,Women,2022-05-25,1990-11-08
T-12746,340,2023-10-18,16:22:31,S-100,中野店,P-015,酒O,アルコール,314,2,628,Men,2022-06-02,1980-11-12
T-19978,2536,2023-10-18,11:03:43,S-100,中野店,P-015,酒O,アルコール,1733,4,6932,Women,2022-03-28,2000-02-26
T-21115,779,2023-10-18,11:57:24,S-100,中野店,P-011,酒K,アルコール,134,5,670,Women,2022-03-06,1980-09-18
T-7406,4085,2023-10-18,20:01:08,S-100,中野店,P-003,酒C,アルコール,644,3,1932,Men,2023-11-19,1980-01-11
T-19113,25,2023-10-18,17:14:51,S-100,中野店,P-009,酒I,アルコール,282,1,282,Women,2023-10-23,1990-11-15
T-77,2528,2023-10-18,20:07:17,S-100,中野店,P-010,酒J,アルコール,1938,4,7752,Women,2023-10-13,1980-06-23
T-8410,675,2023-10-18,18:13:16,S-100,中野店,P-018,酒R,アルコール,1756,4,7024,Men,2022-08-05,1990-03-25
T-22495,2541,2023-10-18,14:44:28,S-100,中野店,P-022,酒V,アルコール,1548,2,3096,Men,2022-04-22,1980-10-28
T-5194,74,2023-10-18,11:52:36,S-100,中野店,P-002,酒B,アルコール,352,1,352,Men,2022-06-24,1980-08-05
T-27739,4534,2023-10-19,19:42:22,S-100,中野店,P-017,酒Q,アルコール,1541,1,1541,Men,2022-06-23,1990-06-06
T-1374,1872,2023-10-19,14:32:53,S-100,中野店,P-001,酒A,アルコール,1248,5,6240,Women,2022-03-16,1990-12-01
T-5934,1529,2023-10-19,18:10:29,S-100,中野店,P-021,酒U,アルコール,884,1,884,Men,2022-03-23,1980-01-16
T-254,1246,2023-10-19,15:21:23,S-100,中野店,P-007,酒G,アルコール,1589,5,7945,Men,2023-04-03,1980-06-10
T-5015,4119,2023-10-19,12:32:05,S-100,中野店,P-011,酒K,アルコール,1087,3,3261,Men,2022-05-26,1980-07-06
T-13669,4115,2023-10-19,11:50:29,S-100,中野店,P-005,酒E,アルコール,1665,4,6660,Women,2022-10-13,2000-02-06
T-21908,3256,2023-10-19,20:05:58,S-100,中野店,P-003,酒C,アルコール,1014,4,4056,Men,2022-02-07,1980-08-18
T-29306,2759,2023-10-19,20:28:55,S-100,中野店,P-015,酒O,アルコール,753,3,2259,Women,2022-12-17,1980-10-16
T-5219,3023,2023-10-19,16:57:24,S-100,中野店,P-010,酒J,アルコール,1566,3,4698,Men,2022-12-21,1980-06-09
T-25721,4163,2023-10-19,13:35:00,S-100,中野店,P-008,酒H,アルコール,177,5,885,Women,2022-04-21,1990-11-28
T-17070,4855,2023-10-19,16:46:12,S-100,中野店,P-011,酒K,アルコール,593,4,2372,Women,2022-03-07,1980-12-19
T-23994,4256,2023-10-19,14:12:27,S-100,中野店,P-013,酒M,アルコール,758,2,1516,Men,2023-09-12,1980-05-20
T-6450,4507,2023-10-19,19:25:06,S-100,中野店,P-022,酒V,アルコール,1561,4,6244,Men,2022-08-25,1990-02-03
T-23385,2940,2023-10-19,13:47:19,S-100,中野店,P-022,酒V,アルコール,527,2,1054,Women,2022-10-16,1990-06-20
T-17594,4814,2023-10-19,15:08:28,S-100,中野店,P-003,酒C,アルコール,1215,1,1215,Women,2022-06-26,1980-11-16
T-24029,99,2023-10-19,18:39:35,S-100,中野店,P-004,酒D,アルコール,1352,4,5408,Men,2022-02-23,2000-05-11
T-8375,692,2023-10-19,17:50:47,S-100,中野店,P-001,酒A,アルコール,432,3,1296,Women,2022-09-27,1990-09-01
T-10035,4006,2023-10-19,16:10:24,S-100,中野店,P-018,酒R,アルコール,1750,2,3500,Men,2022-08-25,1980-06-15
T-3632,3462,2023-10-19,19:55:14,S-100,中野店,P-007,酒G,アルコール,557,3,1671,Women,2022-09-15,1970-07-15
T-12246,16,2023-10-19,19:08:50,S-100,中野店,P-001,酒A,アルコール,1834,1,1834,Men,2022-11-18,1990-03-02
T-6922,3001,2023-10-19,14:07:16,S-100,中野店,P-019,酒S,アルコール,1619,3,4857,Women,2022-05-05,1980-12-07
T-8893,3729,2023-10-19,16:37:51,S-100,中野店,P-019,酒S,アルコール,1744,1,1744,Women,2022-05-26,1980-11-27
T-2650,3290,2023-10-19,12:34:10,S-100,中野店,P-018,酒R,アルコール,590,5,2950,Men,2022-02-07,1980-09-01
T-29305,2795,2023-10-19,15:44:50,S-100,中野店,P-005,酒E,アルコール,603,5,3015,Men,2022-08-28,1990-09-22
T-22586,2883,2023-10-19,13:24:39,S-100,中野店,P-005,酒E,アルコール,1044,3,3132,Men,2022-03-14,1980-06-23
T-4028,4327,2023-10-19,12:12:46,S-100,中野店,P-020,酒T,アルコール,1825,5,9125,Women,2022-02-12,1990-09-01
T-12765,1633,2023-10-19,19:48:01,S-100,中野店,P-023,酒W,アルコール,716,5,3580,Men,2023-01-08,1990-12-10
T-10846,1250,2023-10-19,13:28:49,S-100,中野店,P-018,酒R,アルコール,288,3,864,Men,2022-04-19,1970-05-19
T-10096,1177,2023-10-19,17:18:59,S-100,中野店,P-014,酒N,アルコール,706,1,706,Women,2022-05-25,1990-12-04
T-27188,1624,2023-10-19,17:20:13,S-100,中野店,P-005,酒E,アルコール,444,2,888,Women,2023-06-04,1980-12-13
T-3495,4057,2023-10-19,18:57:34,S-100,中野店,P-003,酒C,アルコール,261,2,522,Women,2022-04-16,2000-04-11
T-13124,682,2023-10-19,18:12:20,S-100,中野店,P-008,酒H,アルコール,614,2,1228,Women,2022-09-25,1980-07-10
T-5835,2675,2023-10-19,13:13:41,S-100,中野店,P-008,酒H,アルコール,795,2,1590,Women,2022-10-23,1990-01-07
T-6562,4030,2023-10-19,15:36:36,S-100,中野店,P-009,酒I,アルコール,1290,2,2580,Men,2022-07-14,1970-08-07
T-26993,2834,2023-10-19,18:00:25,S-100,中野店,P-007,酒G,アルコール,1521,1,1521,Women,2022-07-24,1980-04-09
T-17719,4907,2023-10-19,11:50:32,S-100,中野店,P-003,酒C,アルコール,263,2,526,Women,2022-07-23,1990-01-10
T-7545,3428,2023-10-20,16:28:08,S-100,中野店,P-008,酒H,アルコール,794,1,794,Women,2022-07-27,1990-08-01
T-19075,28,2023-10-20,17:01:46,S-100,中野店,P-020,酒T,アルコール,1711,2,3422,Men,2022-02-06,1980-06-25
T-8204,2164,2023-10-20,19:00:19,S-100,中野店,P-018,酒R,アルコール,1340,3,4020,Men,2022-05-18,1990-04-19
T-27409,205,2023-10-20,19:38:27,S-100,中野店,P-003,酒C,アルコール,849,2,1698,Women,2022-11-22,1990-01-28
T-19139,3731,2023-10-20,16:11:02,S-100,中野店,P-005,酒E,アルコール,312,1,312,Women,2023-11-12,1980-09-04
T-23797,790,2023-10-20,17:03:43,S-100,中野店,P-023,酒W,アルコール,1404,3,4212,Men,2022-05-11,1990-03-02
T-8952,1097,2023-10-20,17:45:05,S-100,中野店,P-004,酒D,アルコール,747,2,1494,Women,2022-03-07,1990-01-03
T-16025,4297,2023-10-20,19:33:36,S-100,中野店,P-019,酒S,アルコール,1167,3,3501,Women,2022-06-14,1990-02-13
T-22216,4564,2023-10-20,18:24:12,S-100,中野店,P-021,酒U,アルコール,1162,5,5810,Women,2022-01-03,1980-01-03
T-29298,3225,2023-10-20,19:43:07,S-100,中野店,P-009,酒I,アルコール,482,5,2410,Women,2022-01-15,1990-12-11
T-22142,1260,2023-10-20,11:52:17,S-100,中野店,P-017,酒Q,アルコール,757,4,3028,Women,2023-07-06,2000-04-24
T-17209,3050,2023-10-20,15:59:09,S-100,中野店,P-022,酒V,アルコール,545,3,1635,Men,2022-12-15,2000-02-06
T-14408,3740,2023-10-20,17:38:08,S-100,中野店,P-020,酒T,アルコール,1314,1,1314,Women,2022-07-23,2000-06-07
T-11355,2874,2023-10-20,11:32:55,S-100,中野店,P-001,酒A,アルコール,1638,1,1638,Men,2023-04-06,1990-01-23
T-25000,1176,2023-10-20,15:40:23,S-100,中野店,P-006,酒F,アルコール,1706,2,3412,Men,2022-03-28,1990-02-22
T-2870,2090,2023-10-20,13:20:47,S-100,中野店,P-012,酒L,アルコール,1335,5,6675,Men,2022-03-19,1980-09-08
T-16777,33,2023-10-20,12:49:25,S-100,中野店,P-019,酒S,アルコール,726,1,726,Men,2022-06-05,1990-08-16
T-11299,778,2023-10-20,18:48:02,S-100,中野店,P-016,酒P,アルコール,975,2,1950,Men,2022-11-03,1990-07-17
T-5717,3526,2023-10-20,12:36:51,S-100,中野店,P-007,酒G,アルコール,1538,5,7690,Women,2022-12-10,1990-10-14
T-14777,3498,2023-10-20,14:28:48,S-100,中野店,P-017,酒Q,アルコール,1421,1,1421,Men,2022-03-21,1990-12-04
T-10844,1149,2023-10-20,20:31:08,S-100,中野店,P-007,酒G,アルコール,1553,2,3106,Women,2022-12-05,1990-09-26
T-21556,4293,2023-10-20,14:10:10,S-100,中野店,P-001,酒A,アルコール,1625,3,4875,Men,2022-03-27,1980-10-28
T-26433,3769,2023-10-20,16:17:18,S-100,中野店,P-004,酒D,アルコール,226,2,452,Women,2022-11-10,1980-10-19
T-16196,873,2023-10-20,19:47:24,S-100,中野店,P-008,酒H,アルコール,1774,5,8870,Women,2023-02-26,1970-02-06
T-26344,4358,2023-10-20,18:24:27,S-100,中野店,P-003,酒C,アルコール,428,2,856,Women,2023-03-08,1970-07-19
T-5327,2649,2023-10-20,18:59:55,S-100,中野店,P-004,酒D,アルコール,1603,4,6412,Men,2022-05-03,1990-11-03
T-3038,1072,2023-10-20,20:43:23,S-100,中野店,P-019,酒S,アルコール,960,4,3840,Women,2022-12-05,1980-11-22
T-5493,4789,2023-10-20,13:19:36,S-100,中野店,P-002,酒B,アルコール,712,4,2848,Women,2023-01-03,1980-09-13
T-13202,2,2023-10-20,17:53:07,S-100,中野店,P-017,酒Q,アルコール,1461,1,1461,Men,2022-02-17,1980-11-14
T-4236,909,2023-10-20,12:35:46,S-100,中野店,P-021,酒U,アルコール,946,5,4730,Men,2023-12-08,1990-05-07
T-2117,4176,2023-10-20,17:23:11,S-100,中野店,P-010,酒J,アルコール,533,3,1599,Men,2022-11-27,1990-08-06
T-2160,1394,2023-10-20,11:45:26,S-100,中野店,P-008,酒H,アルコール,1512,3,4536,Men,2022-10-02,1990-08-01
T-169,2685,2023-10-20,17:22:04,S-100,中野店,P-005,酒E,アルコール,1757,3,5271,Women,2022-11-27,1990-09-15
T-29730,4841,2023-10-20,14:47:01,S-100,中野店,P-016,酒P,アルコール,1397,1,1397,Women,2023-11-21,1990-08-03
T-7238,1064,2023-10-20,18:23:05,S-100,中野店,P-022,酒V,アルコール,796,4,3184,Men,2022-01-21,1970-04-15
T-19975,4614,2023-10-20,20:13:25,S-100,中野店,P-006,酒F,アルコール,1369,4,5476,Women,2022-03-19,1990-11-14
T-22656,659,2023-10-20,15:05:27,S-100,中野店,P-008,酒H,アルコール,1125,2,2250,Men,2022-07-04,1980-04-23
T-22641,270,2023-10-20,14:22:52,S-100,中野店,P-008,酒H,アルコール,493,3,1479,Women,2022-07-28,2000-07-19
T-15844,2235,2023-10-20,19:39:58,S-100,中野店,P-008,酒H,アルコール,1714,4,6856,Men,2023-04-23,1990-06-18
T-8776,4464,2023-10-20,13:53:07,S-100,中野店,P-019,酒S,アルコール,1299,4,5196,Women,2022-01-02,1970-06-18
T-24802,4228,2023-10-20,17:39:56,S-100,中野店,P-010,酒J,アルコール,574,2,1148,Women,2022-06-21,1990-01-20
T-23202,241,2023-10-21,20:14:59,S-100,中野店,P-007,酒G,アルコール,1617,5,8085,Women,2022-12-12,2000-08-28
T-21337,3937,2023-10-21,14:29:16,S-100,中野店,P-005,酒E,アルコール,493,2,986,Men,2023-09-09,1990-08-18
T-13771,1437,2023-10-21,18:48:05,S-100,中野店,P-015,酒O,アルコール,1255,1,1255,Women,2022-06-28,1980-06-16
T-874,3648,2023-10-21,20:39:14,S-100,中野店,P-020,酒T,アルコール,1403,4,5612,Men,2022-05-05,2000-05-04
T-15363,513,2023-10-21,12:23:48,S-100,中野店,P-011,酒K,アルコール,1718,4,6872,Women,2022-05-04,1980-06-21
T-7513,1980,2023-10-21,13:12:11,S-100,中野店,P-022,酒V,アルコール,1035,5,5175,Men,2022-05-04,1970-10-10
T-25493,4356,2023-10-21,20:22:01,S-100,中野店,P-012,酒L,アルコール,1484,2,2968,Men,2022-12-25,1990-02-05
T-22439,4592,2023-10-21,11:43:51,S-100,中野店,P-005,酒E,アルコール,631,3,1893,Men,2022-09-17,1990-01-01
T-28903,4632,2023-10-21,16:10:42,S-100,中野店,P-008,酒H,アルコール,1987,5,9935,Men,2022-03-02,1980-03-13
T-2741,3304,2023-10-21,13:21:21,S-100,中野店,P-019,酒S,アルコール,1829,5,9145,Women,2022-01-27,1980-02-15
T-3645,3121,2023-10-21,19:28:22,S-100,中野店,P-002,酒B,アルコール,1001,5,5005,Men,2023-07-10,1980-02-20
T-21714,269,2023-10-21,13:22:44,S-100,中野店,P-021,酒U,アルコール,1203,3,3609,Women,2023-03-13,1990-02-15
T-21845,4518,2023-10-21,17:15:24,S-100,中野店,P-015,酒O,アルコール,406,4,1624,Women,2022-06-18,1980-02-20
T-11126,761,2023-10-21,18:59:02,S-100,中野店,P-022,酒V,アルコール,1411,2,2822,Men,2022-05-24,1990-05-02
T-19183,1509,2023-10-21,16:14:37,S-100,中野店,P-013,酒M,アルコール,1190,5,5950,Women,2022-11-02,1990-03-24
T-14713,4583,2023-10-21,16:46:46,S-100,中野店,P-009,酒I,アルコール,956,2,1912,Women,2022-12-17,1990-11-02
T-12332,91,2023-10-21,17:42:43,S-100,中野店,P-024,酒X,アルコール,164,3,492,Men,2022-10-15,1990-03-26
T-25671,2455,2023-10-21,14:05:27,S-100,中野店,P-010,酒J,アルコール,1246,2,2492,Men,2022-04-24,1980-11-07
T-13937,3833,2023-10-21,16:58:44,S-100,中野店,P-019,酒S,アルコール,1840,1,1840,Women,2022-05-11,1970-03-19
T-29426,3213,2023-10-21,20:33:32,S-100,中野店,P-006,酒F,アルコール,671,5,3355,Men,2022-08-27,1980-02-24
T-22280,3578,2023-10-21,20:49:19,S-100,中野店,P-002,酒B,アルコール,234,1,234,Women,2022-09-12,1980-06-22
T-22702,4659,2023-10-21,19:55:56,S-100,中野店,P-015,酒O,アルコール,1018,2,2036,Men,2022-08-14,1990-03-25
T-13499,3952,2023-10-21,20:40:05,S-100,中野店,P-012,酒L,アルコール,790,3,2370,Women,2022-04-06,1990-07-02
T-476,1753,2023-10-21,15:52:04,S-100,中野店,P-005,酒E,アルコール,1208,1,1208,Men,2022-12-14,1970-04-13
T-14191,316,2023-10-21,17:36:30,S-100,中野店,P-002,酒B,アルコール,984,1,984,Men,2022-08-11,1990-02-01
T-25655,3999,2023-10-21,20:36:45,S-100,中野店,P-001,酒A,アルコール,519,4,2076,Men,2022-07-16,1980-02-21
T-1614,2637,2023-10-21,12:01:14,S-100,中野店,P-020,酒T,アルコール,1079,5,5395,Women,2022-05-15,1990-10-15
T-8105,1338,2023-10-21,12:14:14,S-100,中野店,P-012,酒L,アルコール,1989,3,5967,Men,2023-02-23,1990-11-11
T-20713,2755,2023-10-21,11:19:34,S-100,中野店,P-003,酒C,アルコール,612,1,612,Women,2023-07-15,2000-09-02
T-24098,154,2023-10-21,19:04:00,S-100,中野店,P-007,酒G,アルコール,859,4,3436,Women,2022-07-27,1970-08-10
T-1627,106,2023-10-21,17:57:25,S-100,中野店,P-016,酒P,アルコール,306,4,1224,Women,2022-06-09,1980-10-11
T-2345,2807,2023-10-21,11:00:25,S-100,中野店,P-017,酒Q,アルコール,1896,4,7584,Men,2022-07-21,1990-05-05
T-6557,2335,2023-10-21,11:28:07,S-100,中野店,P-023,酒W,アルコール,142,1,142,Men,2022-04-23,1990-01-16
T-18228,1357,2023-10-21,11:50:28,S-100,中野店,P-006,酒F,アルコール,1480,2,2960,Men,2022-11-05,1990-11-18
T-7313,2033,2023-10-21,13:52:33,S-100,中野店,P-020,酒T,アルコール,1623,5,8115,Women,2023-09-18,1980-07-05
T-9287,3330,2023-10-21,13:22:59,S-100,中野店,P-009,酒I,アルコール,1496,1,1496,Men,2022-10-17,1970-11-19
T-26825,3725,2023-10-21,19:27:28,S-100,中野店,P-013,酒M,アルコール,1934,1,1934,Women,2023-09-25,1990-09-20
T-20490,1759,2023-10-21,20:16:26,S-100,中野店,P-010,酒J,アルコール,464,1,464,Women,2022-10-13,1990-12-15
T-6237,526,2023-10-21,15:03:26,S-100,中野店,P-013,酒M,アルコール,480,5,2400,Women,2022-10-04,1970-03-13
T-9980,622,2023-10-21,14:33:34,S-100,中野店,P-007,酒G,アルコール,1224,2,2448,Men,2023-06-11,1980-06-09
T-26742,817,2023-10-21,20:48:26,S-100,中野店,P-017,酒Q,アルコール,109,2,218,Men,2022-08-01,1990-03-18
T-25894,601,2023-10-22,16:11:07,S-100,中野店,P-020,酒T,アルコール,451,1,451,Women,2022-09-05,1990-01-13
T-14405,1473,2023-10-22,17:58:57,S-100,中野店,P-010,酒J,アルコール,1545,3,4635,Men,2022-05-12,1990-10-14
T-9005,1880,2023-10-22,14:48:34,S-100,中野店,P-017,酒Q,アルコール,1452,4,5808,Men,2022-02-20,1980-02-26
T-24953,1560,2023-10-22,20:23:35,S-100,中野店,P-002,酒B,アルコール,1558,3,4674,Women,2022-01-19,1980-01-17
T-28854,2027,2023-10-22,18:24:07,S-100,中野店,P-023,酒W,アルコール,1078,5,5390,Women,2022-12-18,1990-03-12
T-8962,1501,2023-10-22,15:52:53,S-100,中野店,P-013,酒M,アルコール,217,5,1085,Women,2022-01-10,2000-01-12
T-8729,4633,2023-10-22,16:42:44,S-100,中野店,P-010,酒J,アルコール,837,4,3348,Men,2022-02-13,1990-11-23
T-29659,3488,2023-10-22,20:29:06,S-100,中野店,P-002,酒B,アルコール,460,2,920,Men,2022-09-16,2000-07-24
T-25761,1773,2023-10-22,12:44:33,S-100,中野店,P-023,酒W,アルコール,1357,4,5428,Women,2022-03-18,2000-04-14
T-5408,2607,2023-10-22,12:48:06,S-100,中野店,P-010,酒J,アルコール,1095,4,4380,Women,2022-02-27,1980-11-05
T-13876,3478,2023-10-22,12:42:57,S-100,中野店,P-022,酒V,アルコール,1397,1,1397,Men,2022-05-10,1980-05-04
T-2261,1900,2023-10-22,13:30:30,S-100,中野店,P-011,酒K,アルコール,1706,4,6824,Men,2023-02-04,1990-06-18
T-19470,4668,2023-10-22,14:39:56,S-100,中野店,P-008,酒H,アルコール,145,2,290,Women,2022-09-09,1990-09-04
T-17655,3173,2023-10-22,16:55:45,S-100,中野店,P-003,酒C,アルコール,821,4,3284,Women,2022-05-25,1990-04-07
T-2235,2809,2023-10-22,16:40:13,S-100,中野店,P-004,酒D,アルコール,346,2,692,Men,2022-12-08,1990-09-26
T-7149,3685,2023-10-22,18:52:01,S-100,中野店,P-014,酒N,アルコール,530,4,2120,Women,2022-11-07,2000-06-14
T-2146,1397,2023-10-22,19:21:49,S-100,中野店,P-005,酒E,アルコール,1273,4,5092,Women,2022-10-20,1980-02-10
T-23743,2621,2023-10-22,12:13:54,S-100,中野店,P-002,酒B,アルコール,662,4,2648,Men,2022-10-23,1990-09-17
T-22011,4130,2023-10-22,20:17:16,S-100,中野店,P-010,酒J,アルコール,1124,5,5620,Men,2022-04-16,1970-08-10
T-5688,1723,2023-10-22,13:41:13,S-100,中野店,P-008,酒H,アルコール,786,3,2358,Men,2023-08-05,1980-02-23
T-28693,2482,2023-10-22,11:47:42,S-100,中野店,P-012,酒L,アルコール,1173,4,4692,Women,2022-06-01,1980-10-01
T-10337,4405,2023-10-22,19:00:02,S-100,中野店,P-005,酒E,アルコール,1198,5,5990,Men,2022-02-27,1970-06-28
T-15729,1120,2023-10-22,13:03:32,S-100,中野店,P-016,酒P,アルコール,1763,5,8815,Men,2022-05-01,1990-01-17
T-21431,2587,2023-10-22,17:07:11,S-100,中野店,P-011,酒K,アルコール,1319,5,6595,Women,2022-11-06,1990-10-21
T-19645,2468,2023-10-22,13:02:56,S-100,中野店,P-007,酒G,アルコール,1323,2,2646,Women,2023-03-17,1980-06-25
T-29949,777,2023-10-22,17:52:05,S-100,中野店,P-007,酒G,アルコール,1260,4,5040,Women,2022-02-12,1990-07-07
T-4069,4898,2023-10-22,13:23:51,S-100,中野店,P-016,酒P,アルコール,1198,2,2396,Women,2022-08-15,1980-02-05
T-16446,1391,2023-10-22,20:34:30,S-100,中野店,P-006,酒F,アルコール,986,2,1972,Women,2023-01-25,2000-01-14
T-4885,2127,2023-10-22,17:41:08,S-100,中野店,P-019,酒S,アルコール,174,3,522,Women,2022-07-25,1990-06-13
T-7679,250,2023-10-22,18:45:42,S-100,中野店,P-024,酒X,アルコール,114,4,456,Men,2022-12-11,1990-02-08
T-25663,1292,2023-10-22,17:34:12,S-100,中野店,P-011,酒K,アルコール,690,3,2070,Women,2022-09-03,1990-03-10
T-26137,247,2023-10-22,14:21:33,S-100,中野店,P-022,酒V,アルコール,1266,2,2532,Men,2022-01-18,1980-02-21
T-5265,1986,2023-10-22,13:44:16,S-100,中野店,P-023,酒W,アルコール,533,1,533,Women,2022-07-27,1990-05-01
T-13028,4729,2023-10-22,15:07:13,S-100,中野店,P-001,酒A,アルコール,892,1,892,Men,2022-08-24,1980-04-10
T-5895,3051,2023-10-22,19:36:30,S-100,中野店,P-012,酒L,アルコール,1270,1,1270,Women,2023-08-17,1990-09-10
T-19734,2555,2023-10-22,12:22:30,S-100,中野店,P-009,酒I,アルコール,817,1,817,Women,2023-11-26,1990-07-07
T-21851,556,2023-10-22,14:58:22,S-100,中野店,P-003,酒C,アルコール,1269,1,1269,Men,2023-04-24,1990-07-03
T-21904,547,2023-10-22,11:47:13,S-100,中野店,P-010,酒J,アルコール,1324,4,5296,Men,2022-10-10,1990-07-04
T-1819,2467,2023-10-22,11:07:58,S-100,中野店,P-013,酒M,アルコール,1789,2,3578,Men,2022-06-15,1990-10-26
T-24656,3725,2023-10-22,20:04:25,S-100,中野店,P-005,酒E,アルコール,1445,2,2890,Women,2022-01-03,1970-12-20
T-1248,2044,2023-10-22,13:48:04,S-100,中野店,P-017,酒Q,アルコール,1574,4,6296,Women,2022-05-28,1990-09-13
T-11216,4123,2023-10-22,18:35:22,S-100,中野店,P-016,酒P,アルコール,619,3,1857,Women,2023-11-04,1980-06-20
T-18114,2630,2023-10-23,12:15:28,S-100,中野店,P-019,酒S,アルコール,1923,1,1923,Men,2022-11-09,1980-03-24
T-27690,4803,2023-10-23,17:11:46,S-100,中野店,P-017,酒Q,アルコール,1848,2,3696,Women,2022-12-24,1980-01-08
T-1534,4373,2023-10-23,18:07:31,S-100,中野店,P-014,酒N,アルコール,1664,1,1664,Women,2022-11-21,1990-02-20
T-9,928,2023-10-23,20:33:19,S-100,中野店,P-010,酒J,アルコール,1170,4,4680,Women,2022-05-02,1990-07-14
T-12841,946,2023-10-23,20:31:16,S-100,中野店,P-011,酒K,アルコール,383,1,383,Men,2022-09-23,1990-08-10
T-17963,3888,2023-10-23,13:24:20,S-100,中野店,P-024,酒X,アルコール,1282,5,6410,Men,2022-07-24,1990-04-11
T-942,2163,2023-10-23,14:33:11,S-100,中野店,P-011,酒K,アルコール,438,5,2190,Women,2022-05-24,1990-03-03
T-29531,680,2023-10-23,19:03:50,S-100,中野店,P-013,酒M,アルコール,1599,5,7995,Men,2023-07-15,2000-04-08
T-10031,3625,2023-10-23,12:52:22,S-100,中野店,P-004,酒D,アルコール,1899,3,5697,Women,2022-09-14,1990-07-10
T-28830,2450,2023-10-23,15:34:43,S-100,中野店,P-005,酒E,アルコール,1654,3,4962,Women,2022-12-02,1980-08-10
T-16341,443,2023-10-23,20:23:15,S-100,中野店,P-012,酒L,アルコール,577,5,2885,Women,2023-12-23,1980-04-17
T-16519,2233,2023-10-23,17:29:29,S-100,中野店,P-007,酒G,アルコール,1522,1,1522,Women,2022-11-02,1980-02-20
T-8002,243,2023-10-23,15:51:22,S-100,中野店,P-007,酒G,アルコール,1520,2,3040,Men,2022-08-19,1990-03-04
T-9693,52,2023-10-23,16:51:58,S-100,中野店,P-008,酒H,アルコール,1776,3,5328,Men,2022-08-17,1980-04-25
T-16691,4007,2023-10-23,20:10:36,S-100,中野店,P-018,酒R,アルコール,796,1,796,Men,2022-02-03,1990-07-16
T-16767,3002,2023-10-23,11:03:51,S-100,中野店,P-013,酒M,アルコール,1830,1,1830,Women,2022-12-19,2000-01-26
T-624,1661,2023-10-23,15:03:23,S-100,中野店,P-018,酒R,アルコール,807,3,2421,Women,2022-02-04,1980-12-27
T-28257,2326,2023-10-23,11:46:47,S-100,中野店,P-017,酒Q,アルコール,141,4,564,Women,2022-04-12,1980-01-13
T-16792,4194,2023-10-23,15:02:27,S-100,中野店,P-011,酒K,アルコール,1646,3,4938,Women,2022-07-08,1990-05-27
T-9216,1454,2023-10-23,18:34:39,S-100,中野店,P-022,酒V,アルコール,1380,4,5520,Men,2022-02-23,1990-12-05
T-25028,1964,2023-10-23,19:38:56,S-100,中野店,P-015,酒O,アルコール,1370,4,5480,Women,2022-07-06,1990-05-07
T-29383,3693,2023-10-23,11:11:35,S-100,中野店,P-012,酒L,アルコール,1640,3,4920,Women,2022-12-15,1980-12-16
T-29401,247,2023-10-23,15:05:05,S-100,中野店,P-004,酒D,アルコール,194,2,388,Men,2022-09-18,1980-05-23
T-11722,540,2023-10-23,13:46:48,S-100,中野店,P-004,酒D,アルコール,1688,3,5064,Women,2023-12-03,1990-03-27
T-29461,2735,2023-10-23,11:00:28,S-100,中野店,P-005,酒E,アルコール,1451,4,5804,Men,2023-10-06,1980-06-26
T-17576,723,2023-10-23,13:57:02,S-100,中野店,P-008,酒H,アルコール,1640,4,6560,Men,2022-01-03,1980-09-25
T-13869,664,2023-10-23,17:23:04,S-100,中野店,P-015,酒O,アルコール,991,3,2973,Men,2023-11-15,1990-09-15
T-8797,1450,2023-10-23,19:41:54,S-100,中野店,P-020,酒T,アルコール,1686,5,8430,Women,2022-05-04,1990-04-05
T-27967,3308,2023-10-23,11:06:38,S-100,中野店,P-006,酒F,アルコール,1296,3,3888,Men,2022-04-11,1980-07-16
T-23173,4158,2023-10-23,18:43:37,S-100,中野店,P-015,酒O,アルコール,1478,1,1478,Men,2022-11-28,1990-02-25
T-6892,4090,2023-10-23,14:27:35,S-100,中野店,P-019,酒S,アルコール,1469,4,5876,Women,2022-01-17,1980-03-09
